f0,f1,y
-0.21964416384519495,1.3228439926299675,1
0.525666746000305,0.3124726306090672,1
-0.0422698103690352,1.6624827896193877,1
-0.041109719498004633,2.2491991727579252,1
0.17128928381813607,1.0181494312083854,0
2.043724982627171,0.6077251825400365,0
0.24941957510324858,1.1724001763878222,0
-0.6325536545648449,1.2334693879454468,1
1.7224552982481711,1.0950980638597954,0
0.6297028971185914,0.5414256342887751,1
0.5964172333565216,1.257824473119615,0
0.03151957064623995,1.2435023527652087,1
2.4109928087879435,1.0167810207513266,0
-0.5106460836388346,0.2745709923792114,1
-0.47787543506848484,0.8283059951758667,1
1.6602600262135807,0.6310050747044236,1
-0.24983544806798513,1.1387373851827887,1
0.1251141147098604,1.3632718990631933,0
-0.23099585985144666,1.0869395812084688,1
1.3923574143827884,0.9134058661041045,0
2.3385217595059036,0.8395538699708819,0
-0.2092993408905055,0.898501792125405,1
2.2298815752960945,0.9680099134962943,0
3.072136756936993,1.498588368549684,0
-0.05517027153431083,0.6375476165719952,1
2.6626014733232415,0.63964438933046,0
-0.04538029671879024,0.18488675305864713,1
0.13849123241120348,0.10902238574378466,1
2.0830437794792847,1.2424843148416072,0
-0.3529657989944904,1.3830159542286609,1
-0.1978007901358758,0.3975038340741782,1
0.11988932346570795,1.7567567453519473,1
-0.28015667652914955,1.2921472447323856,1
3.09535113059505,1.2046343351731987,0
0.049375810804292236,1.9848649819359454,1
1.887364032511833,1.1786675975754302,0
-0.057956659580952995,0.21194421112133144,1
-0.1169201862450527,0.9882318514901953,1
0.2816497141398548,1.2018439615180914,0
1.81432360877583,0.8508721670603556,0
0.2568341331373704,0.8831238878628969,0
1.0932815625798127,1.0107818226851517,0
-0.4526209864574372,0.9486358449301441,1
0.9634764903715706,0.8467049186517076,0
2.530910093957335,0.9781101116896898,0
0.002350621773693555,1.4620135072928535,1
0.7227442246900919,0.8033145031102356,0
0.47655850127515836,1.0366058644582072,0
-0.20635535684156106,1.25594451242831,1
0.6408112011707393,0.7424141383415377,0
2.6471331265338214,0.9321572211544643,0
0.010054091687691393,1.970406126380534,1
