f0,y
0.03492506360202809,0
-0.07813860489814806,1
0.07825055009934533,0
0.033498731252141735,0
0.8149216739928689,0
0.11421946644570995,0
-0.35075016090483685,1
0.1741362883140157,0
-0.30525839128222243,1
0.050526021117470156,1
0.050992836895936644,0
0.2377913232079982,0
0.23384215876528505,0
-0.5060759601684945,1
-0.6997412935250191,1
-0.5354594083777517,1
0.07355784456583483,0
-0.26163570203024905,1
0.36930014746965834,0
-0.3379889690331159,1
0.049427991521463946,0
0.3572919768945532,0
0.4530317761402966,0
0.36722452211005574,0
-0.45005945167781003,1
0.0033557577491524614,1
-0.9977997902015733,1
0.07548320223116511,0
-0.11193869192362124,1
0.25153267442650756,0
-0.03772530169688926,1
-0.06442991797116265,1
-0.0337120349772585,1
-0.5035044929589384,1
0.638033344529441,0
-0.29133313545196443,1
0.6997722344940938,0
0.09204613157996192,0
-0.05457961208660357,0
-0.6106056964415335,1
-0.17826278621983133,1
0.026538730695165387,0
-0.5312721851453236,1
0.22647313727941226,0
0.4324776112374706,0
0.39861326302040173,0
0.19460169465927107,0
-0.4507993241952503,1
-0.18848970625214337,1
0.016340146990836284,0
-0.3721323450773231,1
-0.4739643492926806,1
-0.31609851892603047,1
-0.01043261802915305,1
0.2694948931153157,0
0.15319315528248692,0
-0.6503946260136885,1
-0.20522583545892328,1
0.3838900588839684,0
0.009933437081610775,1
0.37742906270037924,0
0.1761767342557014,0
-0.054646972280710464,1
0.11683888573403954,0
-0.0488162024978747,1
-0.21188823490449446,1
0.06072955601806664,0
0.39780882371181187,0
0.002131586697571213,0
0.16534953043584874,0
-0.006079387561241555,1
0.10230811807533642,0
-0.4253205100149345,1
-0.2972824161480213,1
0.269356971662529,0
0.7259417164787572,0
0.3089717924712235,0
0.3949938001146691,0
0.42548052954180327,0
-0.2450187577953794,1
0.5909402608628452,0
0.2575883815743431,0
0.430583228456597,0
-0.19667999425297775,1
0.44586896235981793,0
0.15705072461013983,0
-0.5799480839419494,1
0.10855393511424344,0
0.7300056054205539,0
0.026531184987479892,0
-0.4853836129028881,1
-0.09959778976180951,1
0.2636482950548386,0
-0.11935042655831339,1
-0.4016702304202417,1
-0.4870297639265093,1
-0.13909435964021083,1
0.47440583354591515,0
0.6791134527385492,0
0.5437038868225662,0
-0.4015330694232349,1
0.3536771916981114,0
0.8012549274034688,0
-0.4920494902501567,1
0.23371024822072298,0
-0.0514672251745108,1
-0.615854579609073,1
-0.8709512171030582,1
0.5871872053136915,0
-0.13197574167690312,1
-0.21814032456640475,1
0.019950824813836,0
0.5948057180090522,0
-0.1299333971767663,1
-0.397657205732253,1
-0.2601591374660424,1
-0.15992715152518414,1
0.7024693718031542,0
0.28901015788833295,0
-0.2786533273777741,1
0.19373636473144057,0
-0.08935763944010844,0
0.8862409517392458,0
0.658383392919717,0
-0.014345085355051567,1
0.1381506612239463,0
-0.8238720746643045,1
-0.2231339165076365,1
-0.3203865852687984,1
0.008745501389833855,0
0.2875762276009174,0
-0.19916375222790797,1
-0.11040201088222087,1
0.49202782429696823,0
-0.09576575274213214,1
-0.2050719978227882,1
-0.0008338985550731314,1
0.0956535345240407,0
0.0009561273962260764,0
-0.04883605325262529,1
-0.06656147300699106,0
0.19928899449189805,0
-0.009125624871875659,0
0.5980586313901181,0
-0.885480954435462,1
0.4042175215310503,0
-0.20694849526940515,1
-0.11389886497883532,1
-0.5361567878868112,1
0.410043478473494,0
-0.4827604299951255,1
0.13308624888929335,0
0.5814332792376576,0
-0.34779815526146984,1
-0.003465340507470742,1
0.4623718025511809,0
-0.07666002528250733,1
-0.40808237130662683,1
-0.7945666179726433,1
-0.19565473032714312,1
0.003848724001979153,1
0.03840341925319552,1
-0.3387213998132309,1
-0.6912142137500011,1
-0.1519123906633977,1
0.5151143327328401,0
0.2918456969282043,0
0.20761895090734786,0
0.0234066220148712,0
-0.9361095117521587,1
-0.27431884222970704,1
-0.03643073510321073,1
-0.3527654607604195,1
0.041227454476883356,0
-0.08125466795043598,1
-0.06959297348113201,1
-0.30492300577050074,1
0.3053183627429273,0
-0.26663376748759626,1
0.05207077734330386,0
-0.10598104711185424,1
0.14379206591743832,0
-0.09167743171226718,1
-0.7341495276686784,1
0.05232264749683298,0
-0.22852833827548924,1
0.1387855444471471,0
0.4391357780547419,0
-0.231118916308691,1
0.4496932042841807,0
0.002145339305413263,0
-0.1349616396195142,1
0.056192770149915756,0
0.06721497898145434,0
-0.0013986520388955693,1
-0.34656825236019506,1
0.27722032942435737,0
0.7819858215232888,0
0.499016752573024,0
-0.04653525496622675,1
-0.01709096388181963,1
0.29019091793226276,0
0.20317355169104803,0
-0.06462439917346262,1
0.3327191893175273,0
-0.5282290576494807,1
0.0017709117823374633,0
-0.024657250092121552,1
-0.3629366319804093,1
-0.05702313261898771,1
-0.170937409444703,1
0.03186992657995754,0
-0.22441256195321466,1
-0.05684364053599961,1
0.141566075083109,0
0.12917833812992527,0
0.16843215859281738,0
-0.20313554261920092,1
0.1352879563737595,0
0.464289063384081,0
0.07058646264836285,0
-0.09142201915226461,1
-0.0022379075821975544,1
-0.10811399599826921,1
0.2844131359309696,0
0.5550752601510447,0
0.03956739343979394,0
-0.311174254525162,1
0.21694980689093082,0
0.03186526884797203,0
0.25846564800595834,0
0.034737375033550615,0
0.04446917475631341,0
0.13190711860256527,0
0.06683042353101837,1
-0.06338572853737783,1
-0.7282231459233821,1
0.07739456598473418,0
-0.05169258723128731,1
0.07227307197649159,0
0.2267800451427287,0
-0.0196519187939712,1
0.24407889941265895,0
0.009584830921955952,1
-0.3120040053585307,1
-0.04095387872310635,0
-0.09317608671690591,1
0.07602261899819127,0
0.035777295843284644,1
-0.05468991669675992,1
0.2995431675007229,0
-0.09892054433947567,1
0.07778706886230503,0
0.038465463146016794,0
-0.7326587424167972,1
0.0191974689824599,1
-1.0348174794384553,1
-0.07125108181985325,1
-0.23422068366115464,1
-0.27627893294002687,1
0.008071382060687088,0
-0.8151633787057525,1
-0.019199908379748817,1
-0.10610852953222465,1
-0.4739506092057886,1
0.04831477954693748,0
0.21044441052987328,0
-0.5586762087637802,1
-0.017592406612731627,0
-0.13512251862383298,1
0.1555134906938962,0
0.07976825972650621,0
-0.4183349534511181,1
-0.30062501314987944,1
-0.12834741213324272,1
-0.4172917544691795,1
0.22779061455949529,0
-0.17565007411653114,1
0.05751303093017911,0
-0.040625738923761784,1
-0.5594695608570983,1
-0.23689746468200268,1
0.10831431770026864,0
-0.08617944500205317,1
0.012425683824819109,0
-0.1392575516303301,1
-0.1894877696151642,1
-0.01754254492354082,0
-0.05424609587449237,1
0.15773668660192622,0
-0.6361348479422508,1
-0.6087435700730676,1
-0.03399475893547862,1
-0.2769174102338132,1
-0.011527542715160596,1
-0.28407710789120044,1
-0.34760883186555636,1
-0.3053358555929656,1
0.022537628037673466,0
-0.22524412739779123,1
0.2493409811971187,0
0.08038917996078457,0
-0.03267549439249407,1
-0.046019912746174105,1
0.4189879304140719,0
0.1806949951868103,0
0.22915540296373152,0
0.5742229822512714,0
-0.6577813624209321,1
0.46111492896869594,0
-0.30996691401928245,1
-0.11723590290360728,1
-0.6326049006798937,1
-0.5115617516625669,1
-0.5186380883380108,1
-0.3389121234916814,1
-0.4086738786706697,1
-0.1493339091256963,1
-0.6483738699344193,1
-0.22165345135395298,1
-0.6035092064417725,1
-0.17134111903045882,1
-0.3930169613594972,1
0.06151640850819659,0
-0.4692089075073223,1
0.7994622770414458,0
0.09700822237285087,0
0.7943499785197784,0
-0.3384715431106164,1
-0.009378536902945146,0
-0.32224259566205427,1
0.5036824908570383,0
0.5561171145349647,0
-0.1184364415795355,1
0.42386079640941954,0
0.9681318705650654,0
-0.49720478142081825,1
-0.3174604680036711,1
-0.4641327254268302,1
0.10102792552329015,0
-0.06886579016439322,1
0.004303524552036141,0
-0.31816680877391296,1
-0.07514953747977425,1
-0.23081864348119466,1
-0.5410232922613836,1
-0.04511205021484048,1
0.32907357794134406,0
0.018112400333432744,0
-0.20115551227802173,1
-0.11984667254479779,1
0.08267334643150133,0
-0.10692993235570579,1
0.3945213794132681,0
-0.7385302789393025,1
-0.16219391516359255,1
-0.15936317763531457,1
-0.46971839698044526,1
0.08036936359468005,0
-0.7945440338190929,1
0.18965456253044555,0
0.8048353837191206,0
0.45520244788829656,0
0.1598950491749284,0
0.008519216064552486,0
0.23320161886704313,0
-0.13541672979940997,1
-0.10692662419582566,1
-0.014340217978696737,1
0.013792720716207912,1
0.24049355071888898,0
0.028446840570374634,1
0.2278323624579878,0
0.47780299709716306,0
0.17254216989293156,0
0.12090597534339115,0
-0.05536539852621368,1
-0.12401658372487803,1
-0.0793042538689995,1
0.11960716939716683,0
0.19653794322371038,0
-0.41707880855432183,1
0.2927271811219208,0
-0.39899518456116806,1
0.9074492484277623,0
0.2895569730258539,0
-0.028211345421451817,1
0.04468679881513461,0
0.1543521991156395,0
0.048961301678869314,0
-0.19254864769446148,1
-0.06710018232675966,1
-0.007112147024625391,1
-0.2948138246117371,1
-0.016109582138975415,1
0.1676124667809499,0
-0.1881907222673133,1
-0.6194874320977346,1
-0.09716940042355643,1
0.35811500884814024,0
-0.34142562361574197,1
0.4054009613937814,0
0.108159957707898,0
0.010379114229925896,1
-0.00034008784395807615,0
-0.22163908461696777,1
-0.05275289123824016,1
0.3192617730021802,0
-0.0042542719227111,0
-0.1389295039159399,1
0.08698420394996072,0
0.35381998920212443,0
-0.3634473327698258,1
0.34106608368079866,0
0.8792988774835795,0
0.6159864554444151,0
0.1697871962682387,0
-0.1942382889031067,1
0.27948126541355794,0
0.2359848325463911,0
0.3434879123093723,0
-0.04079968292958288,0
-0.5245623859500007,1
0.27819005067839714,0
0.284261841353902,0
0.13631714448432716,0
0.23225070658650857,0
0.5547007022075982,0
0.02661257153979283,0
0.061243231576588966,0
0.10990838473642384,0
0.019257387616364027,1
-0.11611507301798796,1
0.22654721506181058,0
-0.030308151583780068,0
-0.26160961333178634,1
0.16459053712368504,0
-0.004414044991817732,1
0.48801693204094193,0
0.04522833110672636,0
-0.7564851914855905,1
-0.07880279051509127,1
-0.7950265402745171,1
0.4755365322379858,0
0.5812831756030509,0
-0.4039418417379837,1
-0.000271052349222961,1
0.10394849632914784,0
-0.2897771827310524,1
-0.051246983474180545,1
0.17185915171341548,0
0.11365857347339346,0
0.2510810329477653,0
-0.1516293109436416,1
0.14677716123160267,0
0.27449769048206957,0
-0.012800540744763243,1
0.5180681116403111,0
-0.18189347329167493,1
0.2926222606606418,0
0.4490682821718944,0
0.5794273657921037,0
-0.5793085757096924,1
0.27369860021256903,0
0.5914440623242718,0
-0.5144094478128362,1
-0.05999671307870909,1
-0.6264409090125785,1
0.06567689221858403,0
-0.10817714124585284,1
