f0,y
0.9189709919967227,0
0.6459593650144144,0
-0.8908499330656509,1
0.8434131689383836,0
0.5347572517633238,0
-0.8435731693034318,1
-0.16368202669375842,1
-0.9567628142064385,1
0.745763842980357,0
0.11650770159053403,1
-0.17691648543091548,1
-0.981579610096606,1
-0.10907582746207434,1
-0.015180394635863821,0
-0.504632213321818,1
-0.6592449681941034,1
0.8550479028595869,0
0.4749259408225934,0
-0.30242685431671273,1
0.9689469106980967,0
0.5043407625562064,0
0.19054752318764737,0
-0.25957089295914176,1
-0.07776183428122097,1
0.5275289733073828,0
-0.2210671723266947,1
-0.003919615403176043,1
0.47237297848226256,0
0.27425271640733984,0
-0.4391685516080414,1
-0.45633340062613226,1
0.10093337847739303,0
-0.9523657698113777,1
0.02695567354193629,0
0.630558340866998,0
0.36412646093308804,0
0.7055081845073241,0
-0.678032849184544,1
0.0619654536904629,0
-0.22356310926464387,1
0.34665082031272365,0
0.32567204997109844,0
-0.4112610632374351,1
-0.9006612751454679,1
0.7315298020368804,0
0.4050514231235544,0
-0.6530801253765023,1
0.25473617775365104,0
0.08033241821896712,0
0.10307801847433444,0
0.3773041282549333,0
-0.9354729796430523,1
0.6282136633706987,0
-0.45429031187039876,1
-0.1787415937209678,1
0.41323209624937446,0
-0.7100001964064058,1
0.7206862665131182,0
-0.6351826106643894,1
0.16315960024049475,0
-0.28059116215594765,1
-0.8390696659452594,1
-0.2445123620280929,1
-0.6256573232949327,1
0.031538209194324804,1
0.09174397760919818,0
0.17062020622342236,0
0.3283763421001592,0
0.27256404991466177,0
0.09803301746678501,0
-0.18792690623298106,1
0.2057294942698483,0
0.24131245074797145,0
0.14685083343502706,0
0.2952698955013507,0
0.22928455328751338,0
0.2554118936966467,0
-0.34524730521224767,1
0.9277800727538779,0
-0.03527450440807442,1
0.9778344851773185,0
-0.8192341226868721,1
-0.37246653482574454,1
0.3504174663891871,0
-0.025282662519179773,0
-0.018280691843015808,1
-0.5125122636159993,1
0.2706155239780265,0
0.19786198767421495,0
0.07671391575586983,1
-0.5068692022334663,1
-0.6618358500403527,1
-0.8776113455418031,1
-0.008406282477349787,0
-0.03806737582775248,1
-0.16419725611713998,0
0.06969531689256274,1
0.2646698111715387,0
0.47601991552516115,0
0.9852635656264891,0
0.17353204745369116,0
-0.15026463543475146,1
0.42950061599295813,0
-0.4846377313447316,1
-0.6746345802329907,1
-0.6362046870282861,1
-0.4597974009321072,1
-0.02735508920560526,1
0.6923354514233964,0
0.8667624952370784,0
0.8484879807296353,0
0.9608655125023254,0
0.8415791393712446,0
0.23898528982045097,0
0.6413784234090003,0
0.5652267406743259,0
-0.38523142456405696,1
0.29988690450379724,0
0.15122862990352218,0
-0.08030296205808288,1
0.12014181551992141,0
-0.16041686759042775,1
0.28401530574830314,0
0.9910448564744903,0
-0.07235936221958475,1
-0.7471925908726329,1
-0.5385186830387035,1
0.7970776987804082,0
0.6320770840364944,0
-0.2132197936171263,1
-0.45478922180426323,1
-0.13612387421974564,1
0.6510173654461155,0
-0.31515177815827267,1
0.6555656166968062,0
0.23905262502386856,0
-0.13606972497562933,1
-0.4962499838776165,1
0.03820466104413812,0
0.5297652016940663,0
0.04466960229593863,1
0.03158408440153675,0
0.2398824393843513,0
0.9250000174722296,0
0.008115972612618389,1
0.7300317157347811,0
0.244557384788423,0
-0.416632624986832,1
-0.771267908809021,1
-0.12257187515949648,1
-0.0005951484308555036,1
-0.6507424586268825,1
0.7371653282708046,0
0.1639220827212725,1
0.11479013650015152,0
0.013185972776341315,0
0.17014127209608512,0
-0.785765925303469,1
-0.22440567522307145,1
0.350272396687702,0
0.028948384152157933,1
-0.0035049820315376863,1
-0.17784006808212724,1
-0.7052454933609411,1
-0.0025302910840437434,0
0.9049083032309743,0
-0.7256700387355363,1
-0.8365791583966765,1
-0.7507705769879246,1
0.18485109999485536,1
0.23578464236788932,0
0.3729870349467472,0
0.3777762874828398,0
0.9198575471621494,0
-0.5713767632451641,1
0.3698303548334106,0
0.1326851664832283,0
-0.191348016515524,1
0.8468673218137717,0
0.7339569555054093,0
0.33290656728831436,0
-0.9773416598178132,1
-0.6547943272248565,1
-0.6141368981907319,1
0.9911271684450206,0
0.00014646530768616493,1
-0.8526134602404777,1
-0.21276590556129252,1
0.2879019026798027,0
-0.2841036523584387,1
-0.005136776633136044,1
-0.31698016365111664,1
0.07835186270831947,0
0.6952496848596339,0
-0.15104223088234806,1
-0.1800532633215886,1
-0.32415739373892793,1
0.2789379702587495,0
0.9210707724203472,0
-0.772678426426074,1
-0.3292951773527319,1
-0.619151600723311,1
-0.2751609834557908,1
0.48167495426561086,0
-0.021647788095714854,0
-0.4636646304582618,1
0.17216946608177708,0
-0.8023711003016375,1
0.135399538287566,0
0.19468064463045553,0
-0.036544589177736654,1
0.523327189562095,0
0.21095267051653271,0
-0.725700209133402,1
0.05013857289062827,1
0.6587750902190664,0
-0.940210260687364,1
0.16807936539433582,0
